,Clientnum,Idstatus,Customer_age,Gender,Dependent_count,Educationid,Maritalid,Income_category,Card_categoryid,Month_on_book,Relationship_in_count,Months_inactive_in_12_month,Contacts_Count_12_mon,Credit_limit,Total_Revolving_Bal,Avg_open_to_buy,Total_trans_amt,Total_trans_ct,Avg_utilization_ratio
0,nomor id client,keterangan status customer,umur customer,jenis kelamin customer,yang menjadi tanggungan customer,keterangan jenjang Pendidikan customer,status pernikahan customer,ketgori penghasilan customer,jenis kartu kredit customer,periode berhubungan dengan bank,total product yang dipegang customer,jumlah bulan tidak aktif selama 12 bulan terakhir,total dihubungi bank dalam 12 bulan terakhir,limit credit,total saldo bergulir pada kartu kredit,membeli dengan kartu kredit dalam 12 bulan terakhir,jumlah transaksi,frekuensi transaksi,rata rata rasio penggunaan kartu kredit
